"Department" "Pen" "Group" "Time" "Weight_change" "ID"
"36" "4" "2" 20 305 "72"
"36" "4" "2" 27 610 "72"
"36" "4" "2" 34 1048 "72"
"36" "4" "2" 3 43 "112"
"36" "4" "2" 10 91 "112"
"36" "4" "2" 20 324 "112"
"36" "4" "2" 27 668 "112"
"36" "4" "2" 34 1138 "112"
"36" "4" "2" 3 48 "152"
"36" "4" "2" 10 138 "152"
"36" "4" "2" 20 460 "152"
"36" "4" "2" 27 859 "152"
"36" "4" "2" 34 1312 "152"
"36" "4" "2" 3 45 "192"
"36" "4" "2" 10 118 "192"
"36" "4" "2" 20 404 "192"
"36" "4" "2" 27 755 "192"
"36" "4" "2" 34 1140 "192"
"36" "4" "2" 3 44 "232"
"36" "4" "2" 10 72 "232"
"36" "4" "2" 20 295 "232"
"36" "4" "2" 27 588 "232"
"36" "4" "2" 34 1140 "232"
"36" "5" "2" 3 41 "40"
"36" "5" "2" 10 108 "40"
"36" "5" "2" 20 435 "40"
"36" "5" "2" 27 696 "40"
"36" "5" "2" 34 1166 "40"
"36" "5" "2" 3 37 "80"
"36" "5" "2" 10 121 "80"
"36" "5" "2" 20 432 "80"
"36" "5" "2" 27 765 "80"
"36" "5" "2" 34 1292 "80"
"36" "5" "2" 3 32 "120"
"36" "5" "2" 10 136 "120"
"36" "5" "2" 20 373 "120"
"36" "5" "2" 27 806 "120"
"36" "5" "2" 34 1263 "120"
"36" "5" "2" 3 42 "160"
"36" "5" "2" 10 132 "160"
"36" "5" "2" 20 455 "160"
"36" "5" "2" 27 826 "160"
"36" "5" "2" 34 1227 "160"
"36" "5" "2" 3 46 "200"
"36" "5" "2" 10 158 "200"
"36" "5" "2" 20 480 "200"
"36" "5" "2" 27 878 "200"
"36" "5" "2" 34 1365 "200"
